id;name;fragments;old_queue_candidate;confidence;review_status;pdf_samples;red_score;blue_score;green_score;method_note
10002188;2-й Балтийский переулок;1;2;1.0;высокая уверенность;215;0;186;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002222;2-й Войковский проезд;1;2;1.0;высокая уверенность;51;0;43;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002311;2-й Лихачевский переулок;1;2;0.67;средняя уверенность;362;0;361;118;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002331;2-й Магистральный проезд;1;;0;нужна ручная сверка;119;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002333;2-й Магистральный тупик;1;2;0.88;высокая уверенность;104;7;58;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002340;2-й Нижнемасловский переулок;3;2;0.79;высокая уверенность;80;10;47;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002362;2-й Новоподмосковный переулок;1;2;1.0;высокая уверенность;173;0;103;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002555;2-й Ходынский проезд;1;2;0.12;низкая уверенность;47;0;26;23;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002630;2-й Цветковский проезд;1;;0;нужна ручная сверка;22;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002184;2-я Аэропортовская улица;1;2;0.65;средняя уверенность;55;0;55;19;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002416;2-я Подрезковская улица;5;;0;нужна ручная сверка;533;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002562;2-я Радиаторская улица;2;2;1.0;высокая уверенность;48;0;40;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002580;2-я Сестрорецкая улица;1;;0;нужна ручная сверка;74;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002192;2-я улица Бебеля;1;2;1.0;высокая уверенность;24;0;23;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002377;2-я улица Новосёлки;2;;0;нужна ручная сверка;64;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002189;3-й Балтийский переулок;1;3;0.28;низкая уверенность;117;0;0;6;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002223;3-й Войковский проезд;2;2;0.59;средняя уверенность;81;0;81;33;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002312;3-й Лихачевский переулок;2;3;0.15;низкая уверенность;291;0;37;45;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002349;3-й Михалковский переулок;4;2;1.0;высокая уверенность;243;0;206;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002356;3-й Новомихалковский проезд;1;3;0.01;низкая уверенность;353;0;194;196;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002363;3-й Новоподмосковный переулок;1;2;0.38;низкая уверенность;51;0;34;21;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002443;3-й Ходынский проезд;1;2;0.78;высокая уверенность;34;0;9;2;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002620;3-й Хорошевский проезд;1;2;0.38;низкая уверенность;303;39;170;105;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002326;3-я Магистральная улица (от 4-й Магистральной);1;1;0.55;средняя уверенность;76;47;21;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002398;3-я Песчаная улица;2;3;0.49;средняя уверенность;543;0;54;105;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002417;3-я Подрезковская улица;1;;0;нужна ручная сверка;44;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
1297985345;3-я Подрезковская улица, школа;1;;0;нужна ручная сверка;58;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002563;3-я Радиаторская улица;1;2;1.0;высокая уверенность;38;0;38;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002581;3-я Сестрорецкая улица;1;;0;нужна ручная сверка;39;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002378;3-я улица Новосёлки;1;;0;нужна ручная сверка;43;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
314947794;3-я улица Ямского поля, д.17;1;2;0.58;средняя уверенность;48;0;5;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002224;4-й Войковский проезд;1;2;1.0;высокая уверенность;111;0;58;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002233;4-й Вятский переулок;5;2;0.83;высокая уверенность;264;39;226;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
753913983;4-й Лихачевский переулок;2;3;0.88;высокая уверенность;370;0;13;107;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002364;4-й Новоподмосковный переулок;1;2;0.56;средняя уверенность;81;0;81;36;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002327;4-я Магистральная улица;1;2;0.62;средняя уверенность;448;75;199;61;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002337;4-я улица 8 Марта;1;1;1.0;высокая уверенность;51;38;0;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002433;4-я улица Новоселки, д. 2 (Автопарковка);1;;0;нужна ручная сверка;26;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002379;4-я улица Новосёлки;1;;0;нужна ручная сверка;16;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002365;5-й Новоподмосковный переулок;1;2;1.0;высокая уверенность;94;0;94;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002328;5-я Магистральная улица;2;3;0.52;средняя уверенность;435;77;111;233;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002366;6-й Новоподмосковный переулок;1;2;0.23;низкая уверенность;240;0;155;119;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002168;Авангардная улица;1;3;1.0;высокая уверенность;386;0;0;254;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
12344853;Авиаконструктора Микояна, д. 14, к. 1-4, прилегающая территория к реке «Ходынка» и ЦСКА;2;2;0.71;высокая уверенность;70;0;9;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002170;Авиационный переулок;1;2;0.98;высокая уверенность;99;0;99;2;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002171;Автомоторная улица;2;2;0.21;низкая уверенность;507;82;174;138;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1324772152;Автопарковка (Савеловская эстакада);1;2;1.0;высокая уверенность;11;0;4;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1324244810;Автопарковка (Хорошевское шоссе 43 стр.1);1;1;1.0;высокая уверенность;11;6;0;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1325097190;Автопарковка (ул. Верхняя Масловка, 20с1);1;1;1.0;высокая уверенность;9;5;0;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1325309435;Автопарковка вдоль Кочновского пр. 4;3;;0;нужна ручная сверка;147;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
1097581701;Автопарковка и заезды к фабрике Чайка;1;2;0.89;высокая уверенность;58;6;57;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1324262183;Автопарковка напротив д. 1 А по улице Линии Октябрьской Железной Дороги;4;;0;нужна ручная сверка;31;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
1325311400;Автопарковка напротив д. 13 А по ул. Поленова;1;2;1.0;высокая уверенность;12;0;12;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1324732294;Автопарковки (Дмитровское ш. 107);2;1;0.04;низкая уверенность;23;23;22;14;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1324732280;Автопарковки (Дмитровское ш. 107Д);3;2;0.82;высокая уверенность;73;13;73;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1325125081;Автопарковки по 80 км МКАД;2;2;0.79;высокая уверенность;33;0;14;3;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1095984858;Автостоянка возле дома 38 по Беломорской улице;1;2;1.0;высокая уверенность;18;0;8;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1324743203;Автостоянка на пересечении Дмитровского шоссе и Локомотивного проезда;1;;0;нужна ручная сверка;11;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
1096755430;Автостоянка на ул. Дыбенко напротив ЖК Левобережный;1;;0;нужна ручная сверка;18;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
1095989763;Автостоянка на ул. Дыбенко напротив магазина Мираторг;1;;0;нужна ручная сверка;18;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002595;Автостоянка по адресу Талдомская ул., д.6;1;2;0.67;средняя уверенность;9;3;9;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
896385595;Автостоянка у ТД ВИСТИ;1;;0;нужна ручная сверка;24;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002173;Академический проезд;1;2;1.0;высокая уверенность;71;0;13;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002175;Амбулаторный переулок;1;1;1.0;высокая уверенность;91;17;0;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002178;Ангарская улица;2;1;0.27;низкая уверенность;515;289;212;61;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002180;Астрадамская улица;2;2;0.76;высокая уверенность;129;3;74;18;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002181;Астрадамский проезд;1;2;0.28;низкая уверенность;146;59;82;43;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
12344920;Балтийская ул.;1;2;0.63;средняя уверенность;363;66;208;77;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002190;Башиловская улица;1;2;0.32;низкая уверенность;491;223;327;26;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002195;Беговой проезд;1;1;0.37;низкая уверенность;134;59;37;26;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002197;Беломорская улица;1;2;0.84;высокая уверенность;172;0;89;14;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002200;Бескудниковский проезд;1;2;0.78;высокая уверенность;160;21;96;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1167941281;Бескудниковский путепровод;1;2;1.0;высокая уверенность;7;0;6;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002202;Большая Алексеевская улица;1;2;1.0;высокая уверенность;20;0;19;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002286;Большой Коптевский проезд;1;;0;нужна ручная сверка;92;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002207;Бумажный проезд;1;1;0.48;средняя уверенность;170;90;47;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002208;Бурцевская улица;1;;0;нужна ручная сверка;125;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002211;Вагоноремонтная улица;1;2;0.9;высокая уверенность;515;0;151;15;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
810162936;Валаамская улица;2;2;0.41;средняя уверенность;178;78;133;59;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
757155807;Валдайский проезд;1;2;0.67;средняя уверенность;253;35;174;58;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002258;Вербилковский проезд;1;3;0.47;средняя уверенность;174;37;25;70;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002215;Верхняя аллея;1;2;0.81;высокая уверенность;260;20;233;44;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002216;Верхняя улица;1;3;0.3;низкая уверенность;120;52;0;74;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002217;Весенняя улица;2;2;0.3;низкая уверенность;367;85;121;54;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002226;Вокзальный переулок;1;2;0.38;низкая уверенность;299;134;215;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
701506197;Въезд на стройгородок с Хорошевского шоссе;1;3;0.63;средняя уверенность;86;0;18;49;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002231;Выборгская улица;4;2;0.74;высокая уверенность;316;1;167;43;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002234;Гатчинская улица;2;;0;нужна ручная сверка;46;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002235;Головановский переулок;2;2;0.88;высокая уверенность;116;0;92;11;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002236;Головинское шоссе;1;2;1.0;высокая уверенность;356;0;107;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1097475554;ДТС тер. «ДИКБ № 6 ДЗМ» филиал 2;1;;0;нужна ручная сверка;143;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002240;Дворцовая аллея;1;2;0.13;низкая уверенность;49;26;30;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002486;Дегунинский проезд (Бескудниковский район);2;3;0.44;средняя уверенность;99;35;0;62;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002243;Дмитровский проезд;5;2;0.03;низкая уверенность;342;105;108;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
12344934;Дмитровское ш. д. 75 , подъездные пути у ОАО «Союзцветметавтоматика»;1;1;0.86;высокая уверенность;88;88;0;12;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
754377899;Дмитровское ш. д.79-85 , подъездные пути;4;2;0.56;средняя уверенность;155;0;34;15;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
754378836;Дмитровское ш., д. 71, подъездные пути у ОАО «ЦНИТИ» и ОАО «Бак Ява»;1;2;0.87;высокая уверенность;78;5;38;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
12344842;Дмитровское шоссе, д. 96 к.2 (проезд вдоль автошколы от Бескудниковского проезда до д. 96 к. 1 по Дмитровскому шоссе);1;2;1.0;высокая уверенность;16;0;11;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002245;Долгопрудная улица;1;;0;нужна ручная сверка;130;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
1260391006;Дорога к комплексу сооружений для очистки поверхностного стока на Новосходненском шоссе;1;;0;нужна ручная сверка;23;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002246;Дорожка от ст.»Лианозово»до Дубнинской ул.,46;1;;0;нужна ручная сверка;17;0;2;0;точечный/ориентировочный объект либо цвет линии не считан
896195952;Дубнинская д 79 корп.2 автопарковка;2;;0;нужна ручная сверка;35;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002257;Дубнинская улица (от Дмитровского шоссе);1;3;0.19;низкая уверенность;93;0;22;27;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
312816226;Дубнинская улица, владение 83а;1;1;1.0;высокая уверенность;59;59;0;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1277470679;Дубнинская улица, д. 8 «А»;1;;0;нужна ручная сверка;20;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10005155;Дубнинская улица, д. 8 «Б» (автостоянка);1;;0;нужна ручная сверка;15;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002648;Дубнинский проезд;1;1;0.99;высокая уверенность;227;209;3;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002259;Дубосековская улица;1;2;0.69;средняя уверенность;248;0;112;35;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002263;Зеленоградская улица;2;2;0.14;низкая уверенность;725;240;279;36;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
915397351;Зеленоградская улица 15 автостоянка;1;2;0.93;высокая уверенность;73;1;15;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002205;Зои Воскресенской улица (Боткинский проезд);1;2;1.0;высокая уверенность;81;0;81;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
12345011;Зорге ул., вл. 3-5, тупик;1;;0;нужна ручная сверка;31;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002267;Ивановская улица;2;2;0.65;средняя уверенность;357;0;230;81;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002268;Ивановский проезд;1;2;0.76;высокая уверенность;171;0;170;40;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
308818896;Ижорская улица;1;2;0.24;низкая уверенность;598;143;189;29;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
12344850;Ижорская, д. 7 , подъездные пути у ОАО ПКП «Меридиан»;1;2;0.54;средняя уверенность;41;6;13;3;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
12345369;Ижорский проезд ( проезд от Коровинского ш. до Лобненской ул.);1;2;0.74;высокая уверенность;337;0;317;84;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002270;Икшинская улица;1;2;0.57;средняя уверенность;133;0;133;57;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002271;Ильменский проезд;1;3;0.22;низкая уверенность;261;1;59;76;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
12344847;Ильменский проезд, проезд от д. 9 к д.9А;1;3;1.0;высокая уверенность;25;0;0;16;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002273;Карельский бульвар;1;3;0.46;средняя уверенность;248;0;37;68;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1033299114;Керамический пр. вл.63;1;;0;нужна ручная сверка;56;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002657;Клинский проезд (Проезд вдоль больницы Химки - Ховрино);1;3;0.77;высокая уверенность;119;0;10;43;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002279;Клязьминская улица;1;2;0.77;высокая уверенность;496;0;266;60;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002282;Коленчатый переулок;2;2;1.0;высокая уверенность;71;0;56;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002283;Колпинская улица;1;;0;нужна ручная сверка;324;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002451;Комсомольская улица;1;;0;нужна ручная сверка;103;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002284;Конаковский проезд;2;2;1.0;высокая уверенность;174;0;45;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
668171191;Коптевский путепровод;1;2;0.66;средняя уверенность;105;21;62;1;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002289;Коровинский проезд;1;2;1.0;высокая уверенность;122;0;69;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
12344932;Коровинское ш. вл.41-43, проезд между ФГУП «Госзнак» и ООО «Браво-Д»;1;2;1.0;высокая уверенность;12;0;3;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002292;Кочновский проезд;1;;0;нужна ручная сверка;178;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002294;Красноармейская улица;1;2;0.86;высокая уверенность;356;47;337;18;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
754379044;Краснополянская ул., вл.10 , проезд от Бусиновского проезда к ОАО «Мясопром-Коровино»;1;1;0.15;низкая уверенность;82;41;0;35;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
754379531;Краснополянская улица;1;3;1.0;высокая уверенность;199;0;0;69;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002297;Красностуденческий проезд;1;2;1.0;высокая уверенность;307;0;76;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002238;Левая Дворцовая аллея;1;2;1.0;высокая уверенность;91;0;36;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002304;Левобережная улица;1;2;0.55;средняя уверенность;185;0;38;17;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10005167;Ленинградское ш. 63, к.1;1;;0;нужна ручная сверка;14;0;2;0;точечный/ориентировочный объект либо цвет линии не считан
1095555469;Ленинградское ш., д.362 А;1;;0;нужна ручная сверка;11;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
1250430885;Ленинградское шоссе вл.6;1;1;0.0;низкая уверенность;13;13;13;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
696650686;Ленинградское шоссе д.58;1;2;0.0;низкая уверенность;29;0;29;29;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002305;Летняя аллея;1;2;1.0;высокая уверенность;24;0;22;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002306;Линейный проезд;2;2;1.0;высокая уверенность;143;0;143;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002308;Липовая аллея;1;2;1.0;высокая уверенность;27;0;27;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002309;Лиственничная аллея;1;3;0.92;высокая уверенность;473;0;35;442;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002316;Лихоборская набережная от Онежской улицы до 4-го Лихачевского переулка;2;3;0.9;высокая уверенность;250;0;23;235;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
743031382;Лихоборская набережная,Лихоборская набережная от4-го Лихачёвского переулка до свалки;1;3;0.82;высокая уверенность;302;10;33;184;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
12344844;Лобненская ул., д. 14 , Дорога от ул. Лобненская к магазину «Пятёрочка» ЗАО «БИН»;1;2;1.0;высокая уверенность;51;0;51;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002320;Лобненская улица;3;2;0.83;высокая уверенность;495;30;173;8;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
312823924;Лобненская улица (напротив д. 12 к.1);2;2;1.0;высокая уверенность;21;0;12;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
312769789;Лобненская улица на пересечении с улицей Вагоноремонтная;1;2;0.91;высокая уверенность;31;0;23;2;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002321;Локомотивный проезд;1;2;0.96;высокая уверенность;291;10;246;7;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002322;Локомотивный проезд от ЛОЖД до границ Восточного Дегунино;3;3;0.72;высокая уверенность;86;15;0;54;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002323;Лужская улица;2;;0;нужна ручная сверка;176;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002287;Малый Коптевский проезд;1;;0;нужна ручная сверка;36;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002400;Малый Песчаный переулок;1;2;0.67;средняя уверенность;283;0;253;83;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
747659886;Маршала Судца улица;1;2;0.52;средняя уверенность;51;0;48;23;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002343;Мелькисаровская улица;1;;0;нужна ручная сверка;121;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
689738931;Местный проезд за ТЦ «Авиапарк»;1;2;1.0;высокая уверенность;190;0;86;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002344;Местный проезд у издательства «Красная звезда»;1;2;0.22;низкая уверенность;120;53;68;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002345;Милицейский переулок;1;2;1.0;высокая уверенность;119;0;119;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002346;Мирской переулок;2;2;0.2;низкая уверенность;151;69;86;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
883421444;Мирской проезд;1;2;1.0;высокая уверенность;24;0;19;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
903739596;Михалковская улица, 65к1с2 подъезд к диспансеру;1;2;1.0;высокая уверенность;75;0;42;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002350;Мишин проезд;1;2;1.0;высокая уверенность;16;0;10;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002351;Мишина улица;2;2;1.0;высокая уверенность;180;0;179;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002352;Молжаниновская улица;3;;0;нужна ручная сверка;179;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002354;Московская аллея;1;2;1.0;высокая уверенность;104;0;104;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
