id;name;fragments;old_queue_candidate;confidence;review_status;pdf_samples;red_score;blue_score;green_score;method_note
10002278;Клинская улица;1;3;0.15;низкая уверенность;215;35;17;41;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002285;Коптевская улица;1;2;0.64;средняя уверенность;623;59;214;77;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002288;Коптевский бульвар;6;2;0.16;низкая уверенность;170;0;15;10;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002290;Коровинское шоссе;1;2;0.65;средняя уверенность;798;180;508;142;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002298;Кронштадтский бульвар;1;2;0.66;средняя уверенность;552;69;204;52;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
12344925;Ленинградский пр-т, д.76А (тыльная сторона ТЦ Метромаркет);1;2;0.54;средняя уверенность;91;0;91;42;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002329;Магистральный переулок;1;2;0.49;средняя уверенность;185;0;185;94;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002347;Михалковская улица;2;2;0.48;средняя уверенность;456;0;221;114;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002348;Михалковский путепровод;1;2;0.87;высокая уверенность;197;0;159;20;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002374;Нижняя улица;1;2;0.98;высокая уверенность;54;1;44;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002359;Новопесчаная улица;2;2;0.89;высокая уверенность;837;55;509;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002381;Онежская улица;1;2;0.56;средняя уверенность;657;0;259;113;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002395;Песчаная улица;1;2;0.74;высокая уверенность;188;0;182;47;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002406;Петровский парк;1;2;1.0;высокая уверенность;297;0;218;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002411;Планетная улица;1;2;0.52;средняя уверенность;541;70;145;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
marker-wave1-53;Площадка у платформы «Бескудниково» и пешеходная дорожка к Керамическому проезду;1;;0;нужна ручная сверка;0;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002434;Подъезд к префектуре (Тимирязевская ул., д. 27);1;2;0.89;высокая уверенность;90;0;71;8;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002438;Поликарпова улица;2;1;0.8;высокая уверенность;227;45;9;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002448;Пр-д под Краснопресненским п/п;1;2;0.97;высокая уверенность;103;0;103;3;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002546;Правды ул.;1;2;0.72;высокая уверенность;222;0;75;21;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002550;Приорова ул.;4;2;0.28;низкая уверенность;413;2;23;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002485;Проезд от Бескудниковского бульвара до Дубнинской улицы у школы №183;1;1;1.0;высокая уверенность;52;29;0;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002487;Проезд от Бескудниковского бульвара до проезда у торгового центра;1;1;0.79;высокая уверенность;56;8;0;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002501;Проезд от Коровинского шоссе и разворотный круг у ТЭЦ-21;1;2;0.96;высокая уверенность;227;7;158;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002459;Проезд от Ленинградского шоссе к университету Синергия (Ленинградский просп., 80Г);1;2;1.0;высокая уверенность;69;0;41;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
749196409;Проезд от улицы Лавочкина к дому 23А;1;2;0.5;средняя уверенность;50;25;50;4;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002664;Проектируемый проезд №6368;1;;0;нужна ручная сверка;48;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002650;Путепровод через Дмитровское шоссе;1;2;0.47;средняя уверенность;174;42;79;7;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
754431382;Разворотный круг троллейбусов у метро «Сокол»;1;2;0.32;низкая уверенность;167;0;166;113;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002568;Расковой улица;1;2;0.41;средняя уверенность;201;92;156;59;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002587;Смольная улица;3;2;0.82;высокая уверенность;592;31;250;45;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002592;Старопетровский проезд;1;2;0.66;средняя уверенность;352;29;341;115;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002386;Старый Петровско-Разумовский проезд;3;2;0.89;высокая уверенность;306;28;262;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
314902859;ТПУ «Аэропорт» (Хорошевский район);2;2;1.0;высокая уверенность;74;0;71;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
314903749;ТПУ «Аэропорт» (район Аэропорт);1;2;0.94;высокая уверенность;36;0;36;2;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002299;ТПУ «МОССЕЛЬМАШ» района Западное Дегунино;1;2;0.64;средняя уверенность;80;27;75;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
314890525;ТПУ «Моссельмаш» (Головинский район);1;2;1.0;высокая уверенность;42;0;24;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
701406660;ТПУ «Хорошево»;1;2;0.4;средняя уверенность;98;0;7;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
666849395;ТПУ Балтийская АвД САО;5;2;1.0;высокая уверенность;135;0;130;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
12345393;ТПУ Балтийская Жилищник Войковский;6;2;0.58;средняя уверенность;677;0;333;141;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
314892354;ТПУ Беговая АВД САО;3;2;0.76;высокая уверенность;286;30;123;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1017816137;ТПУ Окружная;1;1;0.8;высокая уверенность;64;64;13;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
757159046;ТПУ Речной вокзал АвД САО;4;2;0.84;высокая уверенность;157;0;93;15;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
marker-wave1-68;ТПУ Речной вокзал Жилищник Левобережный;1;;0;нужна ручная сверка;0;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
800905601;ТПУ Ховрино АВД САО;1;3;0.75;высокая уверенность;134;0;0;18;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
marker-wave1-91;ТПУ ЦСКА;1;;0;нужна ручная сверка;0;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002601;Талдомская улица;9;2;0.38;низкая уверенность;448;98;157;65;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002602;Театральная аллея;1;2;1.0;высокая уверенность;157;0;149;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002604;Территория перед ст.метро «Петровско-Разумовская»;1;2;0.52;средняя уверенность;108;52;108;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
751086786;Территория у ст.м. «Беломорская»;2;2;1.0;высокая уверенность;94;0;19;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
811643235;Территория у станции метро Хорошевская;3;2;0.02;низкая уверенность;115;0;108;106;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002605;Тимирязевская улица;1;2;0.72;высокая уверенность;847;27;549;154;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002414;Транспортно-пересадочный узел (ТПУ) у станции метро «Водный стадион» (Площадь у станции метро «Водный стадион»);1;;0;нужна ручная сверка;78;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002554;Улица Зарянова;1;2;1.0;высокая уверенность;172;0;32;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002629;Улица Константина Царева;1;2;0.53;средняя уверенность;124;0;36;17;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002227;Улица Космонавта Волкова;1;2;0.84;высокая уверенность;143;2;89;14;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002614;Фестивальная улица;3;2;0.75;высокая уверенность;637;76;305;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002615;Флотская улица;2;2;0.7;высокая уверенность;947;79;278;83;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002622;Хорошевское шоссе;1;2;0.69;средняя уверенность;630;34;485;148;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002633;Чапаевский переулок;1;2;0.57;средняя уверенность;201;63;146;30;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002169;улица Авиаконструктора Микояна;1;2;0.87;высокая уверенность;454;28;208;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002667;улица Авиаконструктора Сухого;1;2;0.54;средняя уверенность;202;0;109;50;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
754384317;улица Ивана Сусанина;1;2;0.55;средняя уверенность;293;52;115;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002324;улица Ляпидевского;1;1;0.71;высокая уверенность;93;86;25;6;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002399;улица Сальвадора Альенде;1;2;0.8;высокая уверенность;145;12;61;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002577;улица Серегина;2;2;1.0;высокая уверенность;137;0;90;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002280;улица Софьи Ковалевской;2;3;0.11;низкая уверенность;497;68;79;89;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
